"urban_pct_1000m_mod","water_pct_1000m_mod","natural_pct_1000m_mod","pasture_pct_1000m_mod","crop_pct_1000m","pesticide_1000m","fertilizer_1000m","crop_diversity_shannon_1000m","crop_diversity_machefer_alpha_1000m","pct_very_small_and_small_field_1000m","pct_very_large_and_large_field_1000m","climate_mean_temp_c_1000m","climate_annual_precip_mm_1000m","Habitat_category","Predominant_land_use_mod","Use_intensity","SS","SSB","Coordinate_ID","Sampling_method","SSBS","taxa_richness","genus_richness","Rescaled_sampling_effort_mod","Country","Sample_start_year","Diversity_metric_unit"
0.170811835264579,-0.513776092269897,-0.559386047286653,-0.0387465794718745,0.553929797425644,-0.146560823648385,0.707031383423946,0.177893585732766,0.882960130078517,-0.559962395654517,-0.301410863021351,0.647439704259752,-0.735831582476284,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 J","51.3922070421,-2.44118076618","aerial transect","AD1_2006__Marshall 1 J 10",4,1,1,"United Kingdom","2003","individuals"
0.0184201863000105,-0.549183413730287,-0.559386047286653,-0.384158102460517,0.710399986694242,0.0854911099887203,0.555512402246265,0.27686302832159,0.23635191517949,-0.559962395654517,-0.301410863021351,0.610370886229165,-0.637148844439524,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 K","51.3022709861,-2.4460551982","aerial transect","AD1_2006__Marshall 1 K 11",2,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.524809327453441,-0.369583868500287,0.758648473219037,-0.0499928845007152,0.498987696548642,0.384029341243114,-0.1411905589061,-0.559962395654517,-0.301410863021351,0.806904310568902,-0.708182055714723,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 M","51.0879181638,-2.69956382699","aerial transect","AD1_2006__Marshall 1 M 12",5,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,0.346303565344186,0.599588528009431,0.20000310354055,1.4453352360561,0.217451093502617,0.337223976633509,-0.559962395654517,-0.301410863021351,0.576197187982071,-0.855232583088569,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 R","51.3154881532,-1.7718125979","aerial transect","AD1_2006__Marshall 1 R 13",3,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.615720180143195,1.18233138804432,2.95528360425315,0.0518877580528397,0.7408947081569,-0.559962395654517,-0.301410863021351,0.826556437417562,-0.847833400680344,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 U","50.9065684148,-2.02412645345","aerial transect","AD1_2006__Marshall 1 U 14",4,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,0.672712742978866,0.51783484623123,1.16274605147236,1.50858148006098,0.203306025582913,0.470025095107875,-0.559962395654517,-0.301410863021351,0.565265297484269,-0.918947025836453,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 N","51.489929661,-1.77382447098","aerial transect","AD1_2006__Marshall 1 N 15",5,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.728560470501584,0.421342316908806,1.96789939164523,0.0460615850526816,0.61170317476762,-0.559962395654517,-0.301410863021351,0.602450064577383,-0.949286749394109,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 P","51.3429197104,-1.60513649295","aerial transect","AD1_2006__Marshall 1 P 16",3,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,0.109181765134621,0.625993402565109,0.398178440390155,2.23536063028047,0.0172845953101096,1.79939278265666,-0.559962395654517,-0.301410863021351,0.606402064617665,-0.948487171336853,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 Q","51.3150841006,-1.6168539192","aerial transect","AD1_2006__Marshall 1 Q 17",3,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.457310499863903,-0.394666723099853,0.725411682237472,0.967127525189231,1.74055377862015,-0.000252534087522259,1.73008369304751,-0.559962395654517,-0.301410863021351,0.790411689644453,-0.839982356936646,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 S","50.9353062414,-2.09671953273","aerial transect","AD1_2006__Marshall 1 S 18",6,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.484650021398409,0.509659148482926,1.77810588955274,-0.0195209174907995,0.772625561907183,-0.559962395654517,-0.301410863021351,0.790411689644453,-0.839982356936646,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 T","50.9191212075,-2.09526327915","aerial transect","AD1_2006__Marshall 1 T 19",14,6,1,"United Kingdom","2003","individuals"
0.104074520862232,-0.549183413730287,-0.559386047286653,-0.222423171591059,0.640501222148734,-0.286788979218883,1.21349783771136,0.352070539512382,0.224646924967655,-0.559962395654517,-0.301410863021351,0.58548613539929,-0.96313883240633,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 V","51.8323441552,-1.70536017707","aerial transect","AD1_2006__Marshall 1 V 20",7,4,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.474546277876419,-0.394666723099853,0.644862248398148,0.0628000118884924,1.04434383402019,0.409070152189298,0.279236302678762,-0.559962395654517,-0.301410863021351,0.58548613539929,-0.96313883240633,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 W","51.8404175113,-1.69805023294","aerial transect","AD1_2006__Marshall 1 W 21",4,1,1,"United Kingdom","2003","individuals"
-0.097067020265913,-0.0217188990103606,-0.559386047286653,0.33983917059662,0.305491084292068,0.216927631670001,0.27687820583804,0.364911541391169,0.304248470965949,2.05167764409168,-0.301410863021351,0.795881426025181,-0.753628753332994,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 A","51.0004945762,-2.86356165861","aerial transect","AD1_2006__Marshall 1 A 22",3,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,0.468903855435559,-0.487813007059421,0.998247080029033,-0.113620862523599,-0.418281407881832,0.219570869079346,0.356043162768169,-0.0184603332929534,2.05167764409168,-0.301410863021351,0.753483281964899,-0.74649368616998,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 B","51.0061248642,-2.94918432341","aerial transect","AD1_2006__Marshall 1 B 23",2,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.247478027090192,-0.559386047286653,-0.394666723099853,-0.125196023683076,0.344279943508755,0.404409323241534,0.344674656549927,-0.141026778836123,2.05167764409168,-0.301410863021351,0.79076454854114,-0.759071807253315,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 C","50.9562344649,-2.88979245554","aerial transect","AD1_2006__Marshall 1 C 24",3,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.562918727770552,0.209566594947433,0.973849025825749,-0.642240448705469,0.145575907134887,-0.559962395654517,-0.301410863021351,0.777430622704429,-0.672111824310435,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 D","51.1780274887,-3.13439845816","aerial transect","AD1_2006__Marshall 1 D 25",4,2,1,"United Kingdom","2003","individuals"
-0.000113088884088114,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.562927518302073,-0.20558876466135,0.153725173826873,0.436824434349501,0.918523016733672,-0.559962395654517,-0.301410863021351,0.69170872457171,-0.589869335105968,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 E","51.068822633,-3.17454343113","aerial transect","AD1_2006__Marshall 1 E 26",7,4,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.335802871768559,1.21439505629079,0.163250216316651,0.425804918459087,1.98918106583353,-0.559962395654517,-0.301410863021351,0.69170872457171,-0.589869335105968,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 F","51.0767549847,-3.19044678313","aerial transect","AD1_2006__Marshall 1 F 27",11,4,1,"United Kingdom","2003","individuals"
0.169774774642032,1.13577074620292,-0.559386047286653,0.422542218449154,-0.384359945681035,-0.367193924791827,-0.347962457493666,0.636372589746118,-0.115998269641083,2.05167764409168,-0.301410863021351,0.849921764640027,-0.792060141138741,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 L","51.3080961213,-2.96974931104","aerial transect","AD1_2006__Marshall 1 L 28",3,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.393737929176732,0.257430638356806,0.641991371624331,0.984065033441992,0.00341694846183803,0.873550899029857,-0.559962395654517,-0.301410863021351,0.726770087857936,-0.687123627948626,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 G","51.0440029975,-2.49492059633","aerial transect","AD1_2006__Marshall 1 G 29",3,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,2.43948135368531,0.0753232728064508,0.878751840096848,1.24224301500196,-0.057612910724455,0.468145678499215,-0.559962395654517,-0.301410863021351,0.731076168387528,-0.689595774252028,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 H","51.0314503484,-2.48623050444","aerial transect","AD1_2006__Marshall 1 H 30",2,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.604730939851219,0.919994334526198,1.24998254838304,0.13040779725323,0.169279566970609,-0.559962395654517,-0.301410863021351,0.636242104656987,-0.740826322506708,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 J","51.381334243,-2.4626296161","aerial transect","AD1_2006__Marshall 1 J 31",3,1,1,"United Kingdom","2003","individuals"
-0.166885259699168,-0.549183413730287,-0.559386047286653,0.323834825394161,0.5966560535974,-0.388668931030646,0.624679041375756,0.255484468378639,0.0374586639124937,-0.559962395654517,-0.301410863021351,0.619735179617864,-0.633047757822049,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 K","51.3041751084,-2.41738396071","aerial transect","AD1_2006__Marshall 1 K 32",1,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.193182624232018,0.7347102871032,1.09009350037264,0.877337438679542,0.189904258048157,0.925252773928772,-0.559962395654517,-0.301410863021351,0.806488573303403,-0.708009611029254,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 M","51.0710424961,-2.66362730573","aerial transect","AD1_2006__Marshall 1 M 33",4,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,0.453150237867663,0.572827304786964,0.78401269810939,1.4453352360561,0.217451093502617,0.511948657584929,-0.559962395654517,-0.301410863021351,0.576197187982071,-0.855232583088569,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 R","51.319079203,-1.76892491484","aerial transect","AD1_2006__Marshall 1 R 34",1,1,1,"United Kingdom","2003","individuals"
-0.189322374458737,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.704873522214939,0.705217135914048,1.610347924829,0.398151076043457,0.566750536357892,-0.475912486610537,-0.301410863021351,0.826556437417562,-0.847833400680344,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 U","50.8858871698,-2.0170076887","aerial transect","AD1_2006__Marshall 1 U 35",3,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.526875063299071,1.10161710208975,0.309157318175007,0.424054601912888,0.921317258457624,-0.559962395654517,-0.301410863021351,0.560802730980005,-0.922419521809002,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 N","51.5078838081,-1.75932702538","aerial transect","AD1_2006__Marshall 1 N 36",3,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.723291978959778,0.889637730120408,1.6630653803798,0.132749315251667,0.663104387865142,-0.559962395654517,-0.301410863021351,0.588064368935916,-0.952197297586444,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 P","51.3465065985,-1.60223407848","aerial transect","AD1_2006__Marshall 1 P 37",5,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.0632175837665729,0.687243579481998,0.882252048577082,2.00609724995036,0.0228834982848091,1.32931694636345,-0.559962395654517,-0.301410863021351,0.606402064617665,-0.948487171336853,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 Q","51.3114445607,-1.60397181836","aerial transect","AD1_2006__Marshall 1 Q 38",7,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.697079957544586,1.70913445917695,1.35378142383867,0.198204432425879,0.847713804171113,-0.559962395654517,-0.301410863021351,0.790411689644453,-0.839982356936646,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 S","50.9190929456,-2.12513792158","aerial transect","AD1_2006__Marshall 1 S 39",5,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.718854810579035,1.83522334998462,1.35378142383867,0.198204432425879,0.814002999287224,-0.559962395654517,-0.301410863021351,0.790411689644453,-0.839982356936646,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 T","50.918192175,-2.126558078","aerial transect","AD1_2006__Marshall 1 T 40",2,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.679572955772042,1.39156344592137,1.93431402238564,0.159205716470625,0.259997713977887,-0.559962395654517,-0.301410863021351,0.542706425185311,-0.962623872241385,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 V","51.7795150031,-1.81151776735","aerial transect","AD1_2006__Marshall 1 V 41",6,2,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.692184838141788,1.50905123791365,1.93437723946,0.159177771115694,0.0492383610538798,-0.559962395654517,-0.301410863021351,0.542706425185311,-0.962623872241385,"Cropland_Intense use","Cropland","Intense use","AD1_2006__Marshall 1","AD1_2006__Marshall 1 W","51.7813131997,-1.81151028522","aerial transect","AD1_2006__Marshall 1 W 42",0,0,1,"United Kingdom","2003","individuals"
-0.0339668012914023,-0.0706593662763649,-0.559386047286653,-0.0138656723946965,0.396851035546258,0.561805219639157,0.299575900788019,0.343919816007804,0.181904054109321,2.05167764409168,-0.301410863021351,0.795782849715646,-0.753755891931859,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 A","51.0030857049,-2.87786183499","sweep nets","AD1_2006__Marshall 2 A 1",0,0,1,"United Kingdom","2003","individuals"
-0.177697967463793,-0.00142244114740387,-0.377474958132429,-0.216340201863075,0.355827402985035,-0.330398339603427,0.211040748975873,0.363103279242385,-0.463719481398644,2.05167764409168,-0.301410863021351,0.795782849715646,-0.753755891931859,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 B","51.0218372787,-2.89532542322","sweep nets","AD1_2006__Marshall 2 B 2",1,1,1,"United Kingdom","2003","individuals"
-0.191832775532635,0.374007115399905,-0.559386047286653,0.523486382982413,0.094546650380473,-0.210372891275907,0.739983161731036,0.17968528853273,-0.666406057463012,2.05167764409168,-0.301410863021351,0.795782849715646,-0.753755891931859,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 C","50.9803902137,-2.90592388072","sweep nets","AD1_2006__Marshall 2 C 3",0,0,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.394666723099853,0.636805491810081,0.613673806135119,1.00107062150872,-0.572221032852058,0.477337772134512,-0.559962395654517,-0.301410863021351,0.742359504697037,-0.635492781282939,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 D","51.1910885178,-3.1776499659","sweep nets","AD1_2006__Marshall 2 D 4",0,0,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.425459819952063,1.20413228500995,0.306322512745919,0.36047053415575,0.153725173826873,0.436824434349501,1.76352721049412,-0.559962395654517,-0.301410863021351,0.69170872457171,-0.589869335105968,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 E","51.0840628902,-3.17921263138","sweep nets","AD1_2006__Marshall 2 E 5",0,0,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.254078187823486,2.84883579473823,-0.205956498093204,-0.0304603505419823,-0.0237271111518994,0.421701377894283,0.848917055533028,-0.559962395654517,-0.301410863021351,0.69170872457171,-0.589869335105968,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 F","51.0973300839,-3.20097216404","sweep nets","AD1_2006__Marshall 2 F 6",0,0,1,"United Kingdom","2003","individuals"
-0.191832775532635,1.01325064455579,-0.559386047286653,1.3645746688188,-0.435092442635885,-0.398939603317465,-0.500231039626291,0.894734915207245,-0.271737661601035,2.05167764409168,-0.301410863021351,0.856996836541449,-0.792376767606343,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 L","51.2990340634,-2.97816445939","sweep nets","AD1_2006__Marshall 2 L 7",0,0,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.531049897709246,-0.559386047286653,0.180546210230034,0.328155154053513,1.26131926859286,0.916144614503912,0.0258820604064935,1.4348704884502,-0.559962395654517,-0.301410863021351,0.731076168387528,-0.689595774252028,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 G","51.038565174,-2.50484652718","sweep nets","AD1_2006__Marshall 2 G 8",0,0,1,"United Kingdom","2003","individuals"
-0.191832775532635,-0.549183413730287,-0.559386047286653,-0.186333608631251,0.222863740674981,0.735710493199168,1.08917667381004,-0.0184214589436023,1.36356184065873,-0.559962395654517,-0.301410863021351,0.731076168387528,-0.689595774252028,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 H","51.0395010284,-2.49629890505","sweep nets","AD1_2006__Marshall 2 H 9",0,0,1,"United Kingdom","2003","individuals"
0.170811835264579,-0.513776092269897,-0.559386047286653,-0.0387465794718745,0.553929797425644,-0.146560823648385,0.707031383423946,0.177893585732766,0.882960130078517,-0.559962395654517,-0.301410863021351,0.647439704259752,-0.735831582476284,"Cropland_Light use","Cropland","Light use","AD1_2006__Marshall 2","AD1_2006__Marshall 2 J","51.3922070421,-2.44118076618","sweep nets","AD1_2006__Marshall 2 J 10",0,0,1,"United Kingdom","2003","individuals"
